Unnamed: 0,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
11527,0,138.1627906976744,Ireland,Afghanistan,Dubai,12,127,7.055555555555555,3,30.0,2.0,142,1
95216,1,143.0,South Africa,England,Nottingham,86,27,4.764705882352941,9,27.0,1.0,114,2
105472,0,149.27586206896552,Pakistan,South Africa,Johannesburg,35,133,9.388235294117647,9,46.0,0.0,181,2
75749,0,181.8,Australia,England,Adelaide,73,74,9.4468085106383,10,55.0,0.0,157,1
153413,0,148.54545454545453,Pakistan,Zimbabwe,Lahore,79,75,10.975609756097562,10,60.0,0.0,173,2
135649,0,149.95833333333334,Australia,New Zealand,Auckland,55,138,12.738461538461538,9,47.0,1.0,245,2
55289,0,148.20689655172413,West Indies,Pakistan,Mirpur,37,81,5.855421686746988,5,22.0,3.0,166,1
152128,0,180.125,West Indies,India,Mumbai,68,71,8.192307692307693,7,52.0,0.0,173,2
14120,0,170.24137931034485,New Zealand,India,Johannesburg,47,90,7.397260273972603,6,28.0,3.0,190,1
18801,0,145.89473684210526,Bangladesh,Australia,Dhaka,35,68,4.8,6,25.0,3.0,104,1
34990,0,169.58823529411765,Australia,Sri Lanka,Pallekele,20,211,12.659999999999998,8,81.0,1.0,263,1
31258,1,153.14285714285714,Pakistan,India,Colombo,94,34,7.846153846153847,9,34.0,1.0,128,1
141201,1,130.3448275862069,Sri Lanka,India,Mirpur,90,37,7.4,9,37.0,1.0,134,2
46048,0,158.30769230769232,New Zealand,South Africa,Durban,37,97,7.012048192771084,6,27.0,3.0,153,1
64508,0,153.88235294117646,New Zealand,Pakistan,Barbados,38,88,6.439024390243903,6,31.0,1.0,133,1
16473,0,170.24137931034485,England,South Africa,Johannesburg,12,168,9.333333333333334,5,49.0,2.0,202,1
99734,0,128.3953488372093,England,Pakistan,Dubai,36,92,6.571428571428571,7,45.0,0.0,130,2
73119,1,151.36363636363637,Pakistan,England,Manchester,90,37,7.4,8,37.0,2.0,190,1
115819,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,37,91,6.578313253012048,7,37.0,1.0,141,2
117724,0,135.609756097561,Sri Lanka,India,Colombo,27,111,7.161290322580645,6,41.0,1.0,126,2
92608,0,119.2,West Indies,Bangladesh,Lauderhill,51,83,7.217391304347826,6,27.0,1.0,159,2
134520,0,146.15384615384616,South Africa,England,Durban,63,101,10.63157894736842,8,60.0,2.0,202,2
68497,0,169.22222222222223,India,New Zealand,Mount Maunganui,54,94,8.545454545454545,9,41.0,0.0,163,1
104429,1,149.27586206896552,South Africa,West Indies,Johannesburg,87,50,9.090909090909092,10,49.0,0.0,208,2
142980,0,130.71428571428572,India,New Zealand,Nagpur,70,39,4.68,5,19.0,2.0,79,2
122246,0,147.11764705882354,Pakistan,Bangladesh,Pallekele,7,178,9.45132743362832,8,52.0,1.0,178,2
24721,0,178.75,Zimbabwe,New Zealand,Hamilton,10,186,10.145454545454546,8,64.0,0.0,200,1
159504,0,139.8,England,Australia,Adelaide,56,91,8.53125,7,27.0,0.0,158,2
96293,1,143.0,Ireland,New Zealand,Nottingham,89,35,6.774193548387096,8,34.0,2.0,115,2
7126,0,156.9047619047619,South Africa,West Indies,Cape Town,52,88,7.764705882352941,7,52.0,1.0,165,1
64786,0,153.88235294117646,West Indies,Pakistan,Barbados,11,95,5.229357798165137,3,36.0,1.0,111,1
119860,0,135.609756097561,Bangladesh,Sri Lanka,Colombo,80,52,7.8,8,41.0,1.0,160,2
154404,1,140.0,England,Pakistan,Cardiff,85,33,5.6571428571428575,8,27.0,2.0,90,2
107147,0,135.2,New Zealand,South Africa,Wellington,74,50,6.521739130434782,9,30.0,1.0,148,2
20211,0,145.89473684210526,Bangladesh,Australia,Dhaka,75,40,5.333333333333333,8,30.0,2.0,131,1
97880,0,149.28571428571428,Australia,Bangladesh,Cape Town,79,66,9.658536585365852,10,51.0,0.0,124,2
107278,0,135.2,England,New Zealand,Wellington,64,87,9.321428571428571,10,44.0,0.0,143,2
94430,0,146.28571428571428,England,India,Bengaluru,72,64,8.0,8,35.0,1.0,127,2
136972,0,149.95833333333334,New Zealand,Pakistan,Auckland,71,81,9.918367346938776,7,37.0,2.0,146,2
87319,0,153.33333333333334,Sri Lanka,New Zealand,Kandy,1,161,8.11764705882353,2,45.0,4.0,161,1
74218,0,151.36363636363637,Pakistan,England,Manchester,35,119,8.4,8,40.0,1.0,195,1
147123,0,130.8,South Africa,Sri Lanka,Chattogram,1,154,7.764705882352942,2,40.0,5.0,160,2
31595,0,153.14285714285714,West Indies,Sri Lanka,Colombo,5,152,7.930434782608695,4,32.0,2.0,162,1
29907,0,153.14285714285714,South Africa,Sri Lanka,Colombo,68,66,7.615384615384616,10,41.0,0.0,163,1
159590,1,139.8,Sri Lanka,Australia,Adelaide,90,17,3.4,7,17.0,3.0,99,2
68734,0,169.22222222222223,New Zealand,Bangladesh,Mount Maunganui,63,53,5.578947368421052,7,18.0,2.0,194,1
20010,0,145.89473684210526,Australia,Bangladesh,Dhaka,22,100,6.122448979591837,6,37.0,2.0,121,1
122638,1,147.11764705882354,New Zealand,West Indies,Pallekele,89,26,5.032258064516129,9,25.0,1.0,139,2
85642,0,166.4,South Africa,Australia,Brisbane,11,136,7.486238532110091,5,46.0,2.0,157,1
106091,0,149.27586206896552,Sri Lanka,South Africa,Johannesburg,78,44,6.285714285714286,7,33.0,2.0,119,2
66535,0,161.36363636363637,Pakistan,Sri Lanka,Lahore,25,123,7.768421052631578,8,39.0,1.0,180,1
71683,0,181.5,England,New Zealand,Christchurch,12,169,9.38888888888889,6,55.0,0.0,193,1
102862,0,128.3953488372093,New Zealand,Pakistan,Dubai,31,103,6.943820224719101,7,41.0,1.0,146,2
87516,0,165.5,India,West Indies,Lucknow,54,89,8.090909090909092,10,39.0,0.0,195,1
146481,0,130.8,Zimbabwe,Bangladesh,Chattogram,57,58,5.523809523809524,4,31.0,3.0,136,2
45566,0,129.66666666666666,England,West Indies,Trinidad,45,94,7.52,6,33.0,2.0,121,1
26434,0,146.14285714285714,West Indies,Bangladesh,Sharjah,29,84,5.538461538461538,6,34.0,1.0,142,1
173981,0,121.5,New Zealand,West Indies,Dominica,37,102,7.373493975903614,7,36.0,1.0,117,2
12580,0,138.1627906976744,Pakistan,Australia,Dubai,77,62,8.651162790697674,10,52.0,0.0,150,1
40546,0,139.69230769230768,Australia,Pakistan,Melbourne,25,105,6.631578947368421,3,27.0,3.0,127,1
12740,0,138.1627906976744,Pakistan,England,Dubai,40,82,6.15,5,17.0,3.0,144,1
22329,0,157.21428571428572,Pakistan,Zimbabwe,Harare,49,80,6.76056338028169,6,41.0,2.0,136,1
109498,0,125.15789473684212,Bangladesh,Zimbabwe,Dhaka,42,104,8.0,4,48.0,2.0,148,2
157465,1,57.66666666666666,New Zealand,Zimbabwe,Guyana,91,18,3.724137931034483,9,18.0,1.0,36,2
98125,0,149.28571428571428,England,South Africa,Cape Town,41,84,6.379746835443038,6,41.0,1.0,135,2
167164,0,156.33333333333334,England,West Indies,Gros Islet,49,104,8.788732394366196,6,40.0,2.0,161,2
20026,0,145.89473684210526,Australia,Bangladesh,Dhaka,7,109,5.787610619469027,3,22.0,5.0,121,1
1176,0,159.2,Bangladesh,West Indies,Lauderhill,54,102,9.272727272727272,6,31.0,2.0,184,1
3399,0,154.71428571428572,India,Pakistan,Bengaluru,67,66,7.471698113207546,10,41.0,0.0,133,1
61684,0,179.8,Bangladesh,Afghanistan,Dehradun,62,75,7.758620689655173,8,44.0,0.0,134,1
14608,0,170.24137931034485,Australia,South Africa,Johannesburg,60,71,7.1,5,47.0,3.0,166,1
160942,0,145.33333333333334,Sri Lanka,England,Delhi,33,109,7.517241379310345,5,52.0,1.0,161,2
94345,0,148.91666666666666,Australia,Pakistan,St Lucia,35,112,7.905882352941177,5,47.0,1.0,197,2
94079,0,148.91666666666666,England,New Zealand,St Lucia,61,67,6.813559322033898,6,22.0,3.0,153,2
122790,0,147.11764705882354,England,New Zealand,Pallekele,61,58,5.898305084745762,8,28.0,1.0,149,2
74238,0,151.36363636363637,Pakistan,England,Manchester,18,164,9.647058823529411,7,52.0,2.0,195,1
100273,0,128.3953488372093,South Africa,West Indies,Dubai,46,93,7.54054054054054,8,42.0,1.0,144,2
6275,0,156.9047619047619,South Africa,Pakistan,Cape Town,21,161,9.757575757575758,7,50.0,2.0,192,1
59908,0,149.0,Bangladesh,Sri Lanka,Chattogram,33,78,5.379310344827586,4,21.0,1.0,120,1
118414,0,135.609756097561,Sri Lanka,India,Colombo,14,156,8.830188679245282,5,29.0,1.0,175,2
124095,0,143.44444444444446,England,Sri Lanka,Southampton,19,136,8.07920792079208,8,49.0,0.0,144,2
120214,0,135.609756097561,Australia,India,Colombo,80,53,7.949999999999999,10,40.0,0.0,141,2
121186,0,135.609756097561,Sri Lanka,New Zealand,Colombo,16,129,7.4423076923076925,5,39.0,0.0,148,2
139857,1,130.3448275862069,Australia,Bangladesh,Mirpur,88,41,7.6875,10,41.0,0.0,158,2
1893,0,154.0,Pakistan,Bangladesh,St Lucia,80,50,7.5,10,32.0,0.0,172,1
146975,0,130.8,England,Sri Lanka,Chattogram,28,144,9.391304347826086,8,71.0,0.0,190,2
104372,0,149.27586206896552,Sri Lanka,Pakistan,Johannesburg,19,122,7.247524752475248,3,20.0,3.0,156,2
134205,0,146.15384615384616,West Indies,South Africa,Durban,30,106,7.066666666666666,4,34.0,2.0,126,2
158063,0,130.5,New Zealand,England,Manchester,38,126,9.219512195121952,5,33.0,2.0,135,2
2567,0,154.0,India,South Africa,St Lucia,27,119,7.67741935483871,8,46.0,0.0,186,1
2721,0,154.0,Pakistan,Australia,St Lucia,2,188,9.559322033898304,6,70.0,1.0,191,1
147214,0,130.8,New Zealand,Sri Lanka,Chattogram,32,57,3.8863636363636367,3,24.0,1.0,60,2
10568,0,138.1627906976744,Pakistan,Australia,Dubai,24,71,4.4375,2,22.0,2.0,96,1
28047,1,153.14285714285714,West Indies,Sri Lanka,Colombo,91,12,2.4827586206896552,9,12.0,1.0,137,1
61295,1,154.66666666666666,Afghanistan,Ireland,Bready,87,70,12.727272727272728,10,66.0,0.0,160,1
6166,0,156.9047619047619,South Africa,England,Cape Town,7,162,8.601769911504425,5,46.0,2.0,179,1
10021,0,138.1627906976744,Australia,Pakistan,Dubai,72,61,7.625,7,34.0,3.0,108,1
14856,0,170.24137931034485,South Africa,Australia,Johannesburg,60,87,8.7,8,44.0,1.0,204,1
143699,0,162.0,India,England,Bristol,61,98,9.966101694915254,8,43.0,1.0,201,2
133695,0,146.15384615384616,South Africa,New Zealand,Durban,8,148,7.928571428571428,6,55.0,1.0,158,2
21861,0,157.21428571428572,Australia,Pakistan,Harare,20,153,9.18,6,44.0,3.0,183,1
123677,0,147.11764705882354,Sri Lanka,Australia,Pallekele,13,173,9.700934579439252,3,53.0,2.0,178,2
21217,0,157.21428571428572,Zimbabwe,India,Harare,63,72,7.578947368421052,7,29.0,1.0,111,1
107629,0,135.2,New Zealand,Australia,Wellington,55,44,4.061538461538461,6,20.0,3.0,106,2
139150,0,126.0,India,West Indies,Kolkata,60,54,5.4,6,21.0,2.0,110,2
30827,0,153.14285714285714,Sri Lanka,Bangladesh,Colombo,18,127,7.470588235294118,5,59.0,0.0,159,1
172093,0,131.5,Australia,New Zealand,Dharamsala,58,66,6.387096774193548,6,22.0,3.0,134,2
62040,1,179.8,Ireland,Afghanistan,Dehradun,87,33,6.0,9,32.0,1.0,132,1
54022,0,148.20689655172413,West Indies,India,Mirpur,69,39,4.588235294117647,9,27.0,1.0,129,1
43823,0,152.8,West Indies,England,London,55,101,9.323076923076922,8,39.0,1.0,208,1
65720,0,191.25,India,West Indies,Mumbai,66,74,8.222222222222221,9,47.0,1.0,192,1
64545,0,153.88235294117646,New Zealand,Pakistan,Barbados,2,126,6.406779661016949,4,28.0,1.0,133,1
166031,1,125.33333333333331,Australia,Pakistan,Perth,85,52,8.914285714285715,10,46.0,0.0,109,2
6381,0,156.9047619047619,England,South Africa,Cape Town,37,88,6.36144578313253,4,19.0,2.0,134,1
128020,0,161.66666666666666,West Indies,South Africa,St George's,10,140,7.636363636363637,3,39.0,4.0,143,2
104759,0,149.27586206896552,South Africa,India,Johannesburg,5,169,8.817391304347826,2,47.0,5.0,175,2
21828,0,157.21428571428572,Australia,Pakistan,Harare,52,106,9.352941176470589,9,50.0,1.0,183,1
166564,0,166.66666666666666,England,India,Ahmedabad,81,57,8.76923076923077,10,48.0,0.0,130,2
93457,1,148.91666666666666,India,Afghanistan,St Lucia,90,39,7.8,9,33.0,1.0,116,2
145535,0,150.25,Netherlands,Ireland,Rotterdam,77,68,9.488372093023257,8,45.0,2.0,159,2
89012,0,134.0,West Indies,Ireland,Jamaica,45,60,4.8,6,26.0,2.0,96,1
13903,0,170.24137931034485,Pakistan,Sri Lanka,Johannesburg,12,164,9.11111111111111,5,48.0,2.0,189,1
111303,0,138.07142857142858,Zimbabwe,Australia,Harare,15,121,6.914285714285715,3,20.0,2.0,129,2
61951,0,179.8,Afghanistan,Ireland,Dehradun,46,158,12.81081081081081,10,70.0,0.0,278,1
133176,1,123.16666666666669,West Indies,England,Trinidad,84,51,8.5,8,40.0,1.0,123,2
34838,0,169.58823529411765,Pakistan,New Zealand,Pallekele,46,111,9.0,9,48.0,0.0,177,1
52338,0,148.20689655172413,Pakistan,India,Mirpur,64,49,5.25,7,30.0,2.0,130,1
14345,0,170.24137931034485,Australia,South Africa,Johannesburg,76,34,4.636363636363637,8,28.0,1.0,147,1
88354,0,136.0,West Indies,Zimbabwe,Antigua,79,44,6.439024390243903,9,36.0,1.0,158,1
40195,0,139.69230769230768,India,Australia,Melbourne,11,166,9.137614678899082,8,56.0,1.0,184,1
91540,0,118.0,India,Australia,Guwahati,50,67,5.742857142857143,4,24.0,2.0,118,1
67153,0,161.36363636363637,South Africa,Pakistan,Lahore,23,114,7.051546391752577,2,44.0,1.0,164,1
47051,0,158.30769230769232,India,South Africa,Durban,72,46,5.75,7,23.0,3.0,153,1
89286,0,155.5,Pakistan,Australia,Canberra,81,36,5.538461538461538,8,25.0,2.0,150,1
120139,0,135.609756097561,India,Bangladesh,Colombo,41,100,7.59493670886076,8,30.0,0.0,140,2
18928,0,145.89473684210526,Bangladesh,Australia,Dhaka,30,93,6.2,5,33.0,2.0,127,1
64248,0,153.88235294117646,Pakistan,England,Barbados,44,87,6.86842105263158,6,29.0,3.0,147,1
88657,0,136.0,South Africa,West Indies,Antigua,26,111,7.085106382978724,8,36.0,1.0,136,1
95844,0,143.0,West Indies,Sri Lanka,Nottingham,49,97,8.197183098591548,6,26.0,2.0,177,2
134407,0,146.15384615384616,South Africa,New Zealand,Durban,67,67,7.584905660377358,9,36.0,1.0,152,2
117353,0,135.609756097561,Afghanistan,England,Colombo,55,28,2.5846153846153843,2,6.0,3.0,80,2
78527,0,182.33333333333331,England,Australia,Hobart,23,127,7.855670103092783,3,21.0,4.0,155,1
84364,0,174.16666666666666,India,England,Ahmedabad,29,88,5.802197802197802,5,31.0,2.0,156,1
55403,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,47,76,6.2465753424657535,8,39.0,2.0,141,1
17741,1,162.46666666666667,New Zealand,India,Wellington,89,55,10.64516129032258,10,55.0,0.0,219,1
65955,0,191.25,India,West Indies,Mumbai,80,79,11.85,10,65.0,0.0,240,1
30184,0,153.14285714285714,South Africa,Pakistan,Colombo,41,71,5.39240506329114,6,36.0,1.0,133,1
20478,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,51,52,4.521739130434782,5,27.0,3.0,93,1
49187,1,168.66666666666666,New Zealand,West Indies,Auckland,93,30,6.666666666666667,9,30.0,1.0,155,1
59042,1,163.25,Netherlands,Ireland,Rotterdam,89,46,8.903225806451612,9,44.0,1.0,144,1
94293,1,148.91666666666666,Australia,Pakistan,St Lucia,86,51,9.0,8,45.0,1.0,197,2
29975,0,153.14285714285714,South Africa,Sri Lanka,Colombo,2,157,7.983050847457626,5,56.0,2.0,163,1
135679,0,149.95833333333334,Australia,New Zealand,Auckland,27,199,12.838709677419354,7,61.0,2.0,245,2
170877,0,157.57142857142858,Bangladesh,New Zealand,Mount Maunganui,23,125,7.731958762886597,6,29.0,2.0,167,2
117052,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,36,98,7.0,5,44.0,0.0,134,2
22467,0,157.21428571428572,Pakistan,Australia,Harare,34,70,4.883720930232558,4,24.0,2.0,116,1
26427,0,146.14285714285714,West Indies,Bangladesh,Sharjah,35,70,4.941176470588236,6,25.0,1.0,142,1
169438,0,142.66666666666666,New Zealand,Sri Lanka,Kandy,56,56,5.25,1,25.0,4.0,88,2
5761,0,156.9047619047619,Pakistan,South Africa,Cape Town,39,103,7.62962962962963,8,54.0,0.0,176,1
167625,0,156.33333333333334,Australia,West Indies,Gros Islet,55,110,10.153846153846152,5,39.0,2.0,127,2
168276,0,145.2,South Africa,Australia,Brisbane,61,51,5.186440677966101,7,38.0,1.0,114,2
22367,0,157.21428571428572,Pakistan,Zimbabwe,Harare,11,112,6.1651376146788985,4,25.0,2.0,136,1
61298,1,154.66666666666666,Afghanistan,Ireland,Bready,84,71,11.833333333333334,10,56.0,0.0,160,1
99957,0,128.3953488372093,New Zealand,India,Dubai,51,91,7.913043478260869,9,43.0,0.0,111,2
121473,0,135.609756097561,Australia,West Indies,Colombo,59,70,6.885245901639345,4,37.0,3.0,131,2
11371,0,138.1627906976744,Australia,Pakistan,Dubai,43,58,4.51948051948052,5,17.0,3.0,89,1
113987,0,162.58333333333334,New Zealand,England,Hamilton,25,151,9.536842105263158,8,53.0,1.0,192,2
89686,0,173.0,Australia,Sri Lanka,Victoria,53,97,8.686567164179104,8,36.0,1.0,173,1
116930,0,136.78571428571428,South Africa,Sri Lanka,Sharjah,37,87,6.289156626506024,7,35.0,0.0,146,2
6010,0,156.9047619047619,Bangladesh,South Africa,Cape Town,40,105,7.875,4,26.0,1.0,144,1
127744,0,161.66666666666666,West Indies,Ireland,St George's,36,150,10.714285714285714,7,48.0,1.0,204,2
138241,0,128.66666666666666,Sri Lanka,India,Pune,68,37,4.269230769230769,8,19.0,1.0,105,2
150908,0,132.1764705882353,Pakistan,West Indies,Barbados,78,44,6.285714285714286,8,31.0,2.0,115,2
32925,0,153.14285714285714,Sri Lanka,India,Colombo,14,158,8.943396226415095,6,51.0,2.0,171,1
147493,0,120.66666666666669,Zimbabwe,Ireland,Bready,60,84,8.4,6,43.0,2.0,138,2
91049,0,134.5,Pakistan,Sri Lanka,King City,40,89,6.675,6,32.0,1.0,132,1
55929,0,155.71428571428572,India,Bangladesh,Nagpur,15,147,8.4,5,51.0,2.0,174,1
46540,1,158.30769230769232,South Africa,West Indies,Durban,92,46,9.857142857142856,10,46.0,0.0,195,1
55056,0,148.20689655172413,West Indies,Bangladesh,Mirpur,22,128,7.836734693877552,8,37.0,2.0,171,1
72325,0,174.0,West Indies,India,Chennai,43,94,7.324675324675324,8,35.0,1.0,181,1
119938,0,135.609756097561,Bangladesh,Sri Lanka,Colombo,6,148,7.7894736842105265,3,43.0,3.0,160,2
115964,0,136.78571428571428,Bangladesh,West Indies,Sharjah,16,118,6.807692307692308,6,34.0,1.0,139,2
26612,0,146.14285714285714,Afghanistan,Zimbabwe,Sharjah,39,105,7.777777777777778,6,29.0,2.0,187,1
13999,0,170.24137931034485,West Indies,South Africa,Johannesburg,41,145,11.0126582278481,10,58.0,0.0,205,1
44333,0,152.8,England,West Indies,London,39,108,8.0,7,34.0,1.0,161,1
130113,1,141.33333333333334,Pakistan,Sri Lanka,London,88,34,6.375,8,34.0,2.0,131,2
49328,0,168.66666666666666,New Zealand,India,Auckland,81,72,11.076923076923077,10,53.0,0.0,203,1
97895,0,149.28571428571428,Australia,Bangladesh,Cape Town,64,88,9.428571428571429,10,44.0,0.0,124,2
155351,0,130.42857142857142,Netherlands,Ireland,Dublin,23,99,6.123711340206185,6,26.0,1.0,129,2
75208,0,134.5,Ireland,West Indies,Basseterre,7,138,7.327433628318585,1,27.0,1.0,138,1
172976,0,147.0,England,South Africa,Paarl,80,47,7.05,9,36.0,1.0,147,2
456,0,159.2,West Indies,New Zealand,Lauderhill,28,134,8.739130434782608,8,56.0,1.0,209,1
103840,0,149.27586206896552,West Indies,South Africa,Johannesburg,45,163,13.04,9,61.0,0.0,236,2
53422,0,148.20689655172413,India,Australia,Mirpur,47,69,5.671232876712329,6,18.0,2.0,159,1
91586,0,118.0,India,Australia,Guwahati,6,112,5.894736842105263,2,34.0,1.0,118,1
9243,0,138.1627906976744,West Indies,South Africa,Dubai,20,118,7.079999999999999,7,34.0,2.0,143,1
134096,0,146.15384615384616,England,India,Durban,11,171,9.412844036697248,5,47.0,3.0,200,2
122802,0,147.11764705882354,England,New Zealand,Pallekele,49,79,6.676056338028169,8,38.0,0.0,149,2
45837,0,158.30769230769232,India,Australia,Durban,2,184,9.35593220338983,6,58.0,1.0,188,1
7513,0,156.9047619047619,England,Australia,Cape Town,43,96,7.48051948051948,6,47.0,1.0,135,1
26608,0,146.14285714285714,Afghanistan,Zimbabwe,Sharjah,43,104,8.103896103896103,7,35.0,2.0,187,1
127730,0,161.66666666666666,West Indies,Ireland,St George's,48,126,10.5,7,51.0,2.0,204,2
39373,0,172.66666666666666,Ireland,West Indies,St George's,81,99,15.23076923076923,10,83.0,0.0,208,1
147090,0,130.8,South Africa,Sri Lanka,Chattogram,34,112,7.813953488372093,7,44.0,2.0,160,2
79167,0,163.0,West Indies,England,Chester-le-Street,2,174,8.847457627118644,1,36.0,3.0,176,1
67586,1,161.36363636363637,Bangladesh,Pakistan,Lahore,89,27,5.225806451612903,8,27.0,2.0,136,1
70577,0,166.28571428571428,Ireland,Netherlands,Dublin,1,180,9.07563025210084,4,35.0,2.0,181,1
19967,0,145.89473684210526,Australia,Bangladesh,Dhaka,65,47,5.127272727272728,8,26.0,1.0,121,1
74825,0,134.5,Ireland,West Indies,Basseterre,73,55,7.021276595744681,8,41.0,1.0,147,1
35130,0,169.58823529411765,Sri Lanka,Australia,Pallekele,2,151,7.677966101694915,2,28.0,4.0,157,1
118712,0,135.609756097561,Bangladesh,India,Colombo,63,62,6.526315789473684,6,23.0,2.0,159,2
35961,0,168.44444444444446,Sri Lanka,England,Southampton,39,115,8.518518518518519,5,34.0,3.0,163,1
9596,0,138.1627906976744,Sri Lanka,Australia,Dubai,39,95,7.037037037037037,5,29.0,4.0,154,1
87794,0,165.5,West Indies,Afghanistan,Lucknow,25,127,8.021052631578947,6,28.0,2.0,164,1
5307,0,156.9047619047619,England,Zimbabwe,Cape Town,2,186,9.457627118644067,1,34.0,5.0,188,1
71697,0,181.5,England,New Zealand,Christchurch,0,193,9.570247933884296,2,64.0,4.0,193,1
173289,0,125.33333333333331,Ireland,Bangladesh,Belfast,14,98,5.547169811320754,2,34.0,2.0,119,2
50630,0,168.66666666666666,New Zealand,Sri Lanka,Auckland,60,55,5.5,5,25.0,1.0,179,1
60516,0,149.0,Sri Lanka,England,Chattogram,43,97,7.558441558441558,9,40.0,0.0,189,1
57830,0,163.23076923076923,West Indies,Australia,Sydney,63,56,5.894736842105263,6,23.0,2.0,138,1
112737,0,138.07142857142858,Bangladesh,Zimbabwe,Harare,45,124,9.92,8,54.0,0.0,194,2
40436,0,139.69230769230768,Australia,South Africa,Melbourne,13,170,9.532710280373832,3,39.0,5.0,182,1
17418,0,162.46666666666667,India,New Zealand,Wellington,45,92,7.36,7,35.0,0.0,149,1
144398,0,141.92307692307693,New Zealand,Australia,Sydney,44,84,6.631578947368421,7,34.0,1.0,149,2
4809,0,160.83333333333334,New Zealand,Ireland,Nottingham,22,160,9.79591836734694,7,54.0,1.0,198,1
86409,1,169.75,Bangladesh,Zimbabwe,Bulawayo,92,46,9.857142857142856,9,45.0,1.0,168,1
120121,0,135.609756097561,India,Bangladesh,Colombo,59,82,8.065573770491804,8,41.0,0.0,140,2
10037,0,138.1627906976744,Australia,Pakistan,Dubai,56,74,6.9375,5,25.0,4.0,108,1
76426,0,181.5,Zimbabwe,South Africa,Bloemfontein,21,117,7.090909090909091,8,35.0,1.0,168,1
75817,0,181.8,Australia,England,Adelaide,6,144,7.578947368421052,6,39.0,2.0,157,1
97265,1,149.28571428571428,Australia,South Africa,Cape Town,88,44,8.25,10,40.0,0.0,181,2
88226,0,136.0,Zimbabwe,West Indies,Antigua,81,39,6.0,7,32.0,3.0,130,1
151260,1,132.1764705882353,Bangladesh,Australia,Barbados,86,27,4.764705882352941,6,23.0,3.0,114,2
141824,0,130.3448275862069,Bangladesh,South Africa,Mirpur,48,82,6.833333333333333,5,27.0,3.0,138,2
126412,0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,19,109,6.475247524752476,6,33.0,1.0,142,2
39298,0,172.66666666666666,South Africa,West Indies,St George's,27,133,8.580645161290322,7,37.0,0.0,167,1
165347,1,154.25,South Africa,Pakistan,Centurion,90,20,4.0,8,16.0,2.0,141,2
174409,0,137.0,Sri Lanka,Pakistan,King City,46,85,6.891891891891891,7,16.0,2.0,133,2
87016,0,169.6,England,Australia,Birmingham,59,120,11.80327868852459,8,56.0,2.0,221,1
60257,0,149.0,Netherlands,New Zealand,Chattogram,57,67,6.380952380952381,8,33.0,1.0,151,1
6258,0,156.9047619047619,South Africa,Pakistan,Cape Town,37,137,9.903614457831324,9,60.0,0.0,192,1
53947,0,148.20689655172413,Sri Lanka,India,Mirpur,18,104,6.117647058823529,5,42.0,1.0,138,1
1594,0,154.0,West Indies,Australia,St Lucia,17,95,5.533980582524271,1,18.0,4.0,105,1
139416,0,130.3448275862069,Sri Lanka,Bangladesh,Mirpur,6,116,6.105263157894737,4,28.0,2.0,124,2
62671,0,174.5,Netherlands,Ireland,Al Amarat,79,95,13.902439024390244,10,65.0,0.0,182,1
5774,0,156.9047619047619,Pakistan,South Africa,Cape Town,27,133,8.580645161290322,8,65.0,0.0,176,1
112465,0,138.07142857142858,Zimbabwe,Pakistan,Harare,68,68,7.846153846153847,9,39.0,1.0,141,2
15964,0,170.24137931034485,New Zealand,South Africa,Johannesburg,27,91,5.870967741935484,4,22.0,2.0,129,1
68672,0,169.22222222222223,New Zealand,West Indies,Mount Maunganui,4,226,11.689655172413794,5,47.0,4.0,243,1
84269,0,174.16666666666666,England,India,Ahmedabad,3,160,8.205128205128204,5,36.0,1.0,164,1
94446,0,146.28571428571428,England,India,Bengaluru,56,90,8.4375,8,40.0,1.0,127,2
117862,0,135.609756097561,Australia,Pakistan,Colombo,2,117,5.949152542372881,3,41.0,2.0,117,2
170175,0,122.75,West Indies,Afghanistan,Lucknow,39,89,6.592592592592593,6,42.0,1.0,127,2
154417,0,140.0,England,Pakistan,Cardiff,72,53,6.625,8,27.0,0.0,90,2
154419,0,140.0,England,Pakistan,Cardiff,70,54,6.48,8,26.0,0.0,90,2
152546,0,150.0,India,West Indies,Providence,16,133,7.673076923076923,8,56.0,0.0,150,2
45531,0,129.66666666666666,England,West Indies,Trinidad,77,55,7.674418604651162,8,33.0,2.0,121,1
175091,0,171.0,England,South Africa,Taunton,66,80,8.88888888888889,9,44.0,0.0,171,2
82088,0,177.33333333333334,New Zealand,South Africa,Centurion,19,145,8.613861386138614,6,41.0,1.0,177,1
18118,1,162.46666666666667,New Zealand,England,Wellington,84,50,8.333333333333334,9,42.0,1.0,196,1
101928,0,128.3953488372093,Netherlands,Afghanistan,Dubai,58,71,6.870967741935483,9,30.0,1.0,132,2
158798,0,68.25,England,West Indies,Basseterre,75,53,7.066666666666666,9,29.0,1.0,72,2
